beer_name,brewery,style,abv,ibu,comment,rating,date,brewery_country,brewery_city,brewery_state
Green Apple,D's Wicked Cider,Cider,8.5,0,"Big time ABV, nice apple flavor.  This is solid.",4.25,2016-01-31,United States,Kennewick,WA
Hard Pom-Cherry Cider,Atlas Cider Company,Cider,5.8,0,Not too sweet with good flavor,4.25,2016-02-01,United States,Bend,OR
Vanilla Oatis Stout,Ninkasi Brewing Company,Stout - Oatmeal,7,50,NA,3.75,2016-02-01,United States,Eugene,OR
S1NIST0R Black Ale,10 Barrel Brewing Co.,Schwarzbier,5.7,28,Tasty dark ale,4.25,2016-02-02,United States,Bend,OR
Spire Mountain Sparkling Pear,Fish Brewing Company,Cider,5,0,A little too sweet.  Not much pear flavor either.,3,2016-02-02,United States,Olympia,WA
Original Alcoholic Ginger Beer,John Crabbie & Co,Ginger Beer,4.8,0,"Strong, spicy ginger taste",4,2016-02-06,Scotland,Glasgow,"City of Glasgow, G3 7QF"
Shake Chocolate Porter,Boulder Beer Company,Porter - American,5.9,39,Chocolatey deliciousness,4.25,2016-02-07,United States,Boulder,CO
Jubelale,Deschutes Brewery,Winter Ale,6.7,65,NA,3.5,2016-02-07,United States,Bend,OR
Sweaty Betty,Boulder Beer Company,Hefeweizen,5.2,15,Meh.  Not a big fan of hefes.,2.5,2016-02-07,United States,Boulder,CO
Dick's Cream Stout,Dick's Brewing Company,Stout - Milk / Sweet,5.5,20,"Decent flavor, but lacks carbonation",3.75,2016-02-08,United States,Centralia,WA
Fa La La La La,Double Mountain Brewery & Taproom,Winter Ale,7.6,85,Big time hoppiness but good wintery malt too,4.25,2016-02-10,United States,Hood River,OR
The Terry Porter,Gilgamesh Brewing,Porter - American,6.3,25,Solid porter with a great name and an even better cause.  $2 from every bottle is donated to helping a children's hospital.,4.25,2016-02-11,United States,Salem,OR
Cranberry Cider,Tieton Cider Works,Cider,6.9,0,Yum!  This is an almost perfectly flavored cranberry cider.,4.75,2016-02-12,United States,Yakima,WA
Oatmeal Pale Ale,Burnside Brewing Co. (Oregon),Pale Ale - American,5.6,44,Oatmeal adds nice smooth taste,4,2016-02-12,United States,Portland,OR
Oatmeal Stout,Glacier Brewhouse,Stout - Oatmeal,5.61,21,Very smooth,4.5,2016-02-13,United States,Anchorage,AK
Black Rye Bock,Glacier Brewhouse,Lager - Black,7.07,20,"Tasty, caramelly bock",4.25,2016-02-13,United States,Anchorage,AK
2013 Oak Aged Eisbock,Glacier Brewhouse,Eisbock,10,0,My first eisbock.  Caramelly and vanilla highlights.,4.25,2016-02-13,United States,Anchorage,AK
Makers Mark Stout,Glacier Brewhouse,Stout - Other,5.61,0,Good barrel aged stout.  Not too much whiskey flavor.,4,2016-02-13,United States,Anchorage,AK
Russian Imperial Stout (Buffalo Trace Barrels),Glacier Brewhouse,Stout - Russian Imperial,9.25,60,NA,4,2016-02-13,United States,Anchorage,AK
Fairweather IPA,Broken Tooth Brewing,IPA - American,6.4,64,Solid,4,2016-02-13,United States,Anchorage,AK
Blonde Style Ale,Kenai River Brewing Company,Blonde Ale,5,0,NA,3,2016-02-14,United States,Soldotna,AK
Oosik Amber Ale,Midnight Sun Brewing Co.,Altbier,5,11,NA,3.5,2016-02-14,United States,Anchorage,AK
Oatmeal Stout,Orso,Stout - Oatmeal,5.61,0,Yum.  Very smooth and creamy.,4.75,2016-02-14,United States,Anchorage,AK
Nut Brown,Glacier Brewhouse,Brown Ale - American,5.92,0,"Nice, sweet nutty flavor",4.25,2016-02-15,United States,Anchorage,AK
India Pale Ale,Glacier Brewhouse,IPA - American,6.35,0,Great hoppy flavor and nice and smooth,4.25,2016-02-15,United States,Anchorage,AK
Cask Conditioned IPA,Glacier Brewhouse,IPA - American,6.35,60,First IPA from a cask.  Interesting,4.25,2016-02-15,United States,Anchorage,AK
Double IPA,Glacier Brewhouse,IPA - Imperial / Double,7.95,100,Subtle strange flavor here.  Not sure what it is.,3.5,2016-02-15,United States,Anchorage,AK
Citrus IPA,Glacier Brewhouse,IPA - American,7.2,0,"Good, but not as good as Citradelic from New Belgium.  A little too lemony",3.75,2016-02-15,United States,Anchorage,AK
BarFly,Midnight Sun Brewing Co.,Smoked Beer,11.6,45,Yum.  The oak barrels add great flavor.,4.25,2016-02-15,United States,Anchorage,AK
XXX Black Double IPA,Midnight Sun Brewing Co.,IPA - Imperial / Double Black,8.5,87,A little too grainy for me,3.75,2016-02-15,United States,Anchorage,AK
Berserker Imperial Stout,Midnight Sun Brewing Co.,Stout - American Imperial / Double,12.7,30,Huge maple imperial stout,4.25,2016-02-15,United States,Anchorage,AK
Termination Dust,Midnight Sun Brewing Co.,Barleywine - English,13,70,Wow.  That's a good barley wine.  Sweet and almost more like a stout with all the booze.,4.25,2016-02-15,United States,Anchorage,AK
Modern Romance,Midnight Sun Brewing Co.,Strong Ale - American,9.3,37,Interesting spicy chocolate.  Pretty intense,4,2016-02-15,United States,Anchorage,AK
Hard Apple Ale,Broken Tooth Brewing,Fruit Beer,5.2,0,All the great qualities of cider and beer brought together,4.25,2016-02-16,United States,Anchorage,AK
Midtown Brown,Broken Tooth Brewing,Brown Ale - American,5.1,0,NA,3.5,2016-02-16,United States,Anchorage,AK
Prince William's Porter,Broken Tooth Brewing,Porter - American,5.5,25,By far one of most roasty porters I've had,4,2016-02-16,United States,Anchorage,AK
Pipeline Stout,Broken Tooth Brewing,Stout - American,6.3,30,NA,4,2016-02-16,United States,Anchorage,AK
Darth Delirium (2016),Broken Tooth Brewing,Belgian Strong Dark Ale,10.5,40,Huge flavor and mighty tasty,4.25,2016-02-16,United States,Anchorage,AK
YellowEye P.A. (Tropical IPA),Broken Tooth Brewing,IPA - American,7.5,74,"Yum.  The description is spot on:  Clean and big with tropical hop notes of apricot, mango, passion fruit, and peach.  Hawaii in Alaska.",4.5,2016-02-16,United States,Anchorage,AK
Sam Tooth Chocolate Stout,Broken Tooth Brewing,Stout - Milk / Sweet,5.2,40,Not quite the chocolate flavor I was hoping for,3.25,2016-02-16,United States,Anchorage,AK
Winter Ale,Alaskan Brewing Co.,Old Ale,6.4,22,Caramelly,4,2016-02-16,United States,Juneau,AK
40 Below Stout,Silver Gulch Brewing Company,Stout - Russian Imperial,8.5,77,Nice and smooth Russian imperial,4.25,2016-02-17,United States,Fox,AK
Hop Cooler,Ninkasi Brewing Company,IPA - American,7.2,74,Tasty,4.25,2016-02-18,United States,Eugene,OR
Slacker,No-Li Brewhouse,Herbed / Spiced Beer,6.1,20,Pretty good.  Doesn't have quite the citrus or vanilla flavor I was hoping for.,3.75,2016-02-21,United States,Spokane,WA
Porter,Sierra Nevada Brewing Co.,Porter - American,5.6,32,Not too shabby,4,2016-02-22,United States,Chico,CA
Amber,Alaskan Brewing Co.,Altbier,5.3,18,Ol' reliable,4.25,2016-02-22,United States,Juneau,AK
Hop Turn IPA,Alaskan Brewing Co.,IPA - American,7.5,45,"Not bad, but not really good either",3.25,2016-02-23,United States,Juneau,AK
Otra Vez,Sierra Nevada Brewing Co.,Gose,4.5,5,Goses are interesting.  This would be good on a warm day.,3.75,2016-02-24,United States,Chico,CA
Dundee Porter,Golden Valley Brewery and Pub,Porter - Other,5.4,0,Not too shabby,4.25,2016-02-25,United States,McMinnville,OR
Bald Peak IPA,Golden Valley Brewery and Pub,IPA - American,7.2,80,NA,4,2016-02-25,United States,McMinnville,OR
Hawaiian Sunburn,Elysian Brewing,Sour Ale,5.3,9,Not as much pineapple as I hoped for.  Very subtle heat at the end.  Decent sour.,3.75,2016-02-26,United States,Seattle,WA
Grand Mimosa,Ciderboys Hard Cider,Cider,5,0,Tastes exactly as advertised,4.25,2016-02-27,United States,Stevens Point,WI
Jamaica Red Ale,Mad River Brewing Company,Red Ale - American Amber / Red,6.5,45,"Not spectacular, but a solid red",3.5,2016-02-29,United States,Blue Lake,CA
Fish Tale Organic Amber Ale,Fish Brewing Company,Red Ale - American Amber / Red,5,22,Interesting red/amber flavor,3.5,2016-03-01,United States,Olympia,WA
El Dazzle Winter Stout,Hale's Ales Brewery,Stout - Other,6.3,32,NA,4,2016-03-01,United States,Seattle,WA
West Coast IPA (2016),Green Flash Brewing Company,IPA - Imperial / Double,8.1,95,"Pretty bitter, but it's good",4,2016-03-02,United States,San Diego,CA
RIP Porter,Heathen Brewing,Porter - Other,6.1,31,"Not as smooth as I like, but it's pretty good",3.75,2016-03-03,United States,Vancouver,WA
10 Pine Chocolate Porter,Three Creeks Brewing Company,Porter - American,8.4,25,Deliciously chocolatey,4.5,2016-03-04,United States,Sisters,OR
Eclipse,Bend Brewing Company,IPA - Black / Cascadian Dark Ale,7.5,0,NA,4.25,2016-03-04,United States,Bend,OR
Smoked Porter (2006),Alaskan Brewing Co.,Smoked Beer,6.5,0,"Wow, so much smoke.  Tastes like smoked salmon yuuuuge initially.",3.5,2016-03-04,United States,Juneau,AK
Pumpkin Lambicus,Brewery John Martin & Brewery Timmermans,Pumpkin / Yam Beer,4,0,NA,3.5,2016-03-04,Belgium,Genval,NA
Cold Brew,Two Beers Brewing Co.,Brown Ale - American,5.3,18,"Yum!  Excellent, smooth coffee flavor",4.5,2016-03-08,United States,Seattle,WA
Primeval,Baerlic Brewing Company,Brown Ale - American,6.8,70,NA,4,2016-03-11,United States,Portland,OR
Stumptown CandyPeel IPA,BridgePort Brewing Co.,IPA - American,6.5,65,"Not too bad, but not too great either",3.5,2016-03-11,United States,Portland,OR
Double Bastard Ale,Arrogant Brewing,Strong Ale - American,11,100,NA,4.25,2016-03-12,United States,Escondido,CA
HUB Lager,Hopworks Urban Brewery,Pilsner - Czech,5.1,32,"Meh, pilsners suck",2.5,2016-03-12,United States,Portland,OR
IPX Organic El Dorado,Hopworks Urban Brewery,IPA - American,6,60,Simple pale,3.5,2016-03-12,United States,Portland,OR
Velvet ESB,Hopworks Urban Brewery,Extra Special / Strong Bitter,5.2,30,NA,4,2016-03-12,United States,Portland,OR
Hopworks IPA,Hopworks Urban Brewery,IPA - American,6.6,75,NA,4,2016-03-12,United States,Portland,OR
Survival Stout,Hopworks Urban Brewery,Stout - Other,5.8,35,NA,4.5,2016-03-12,United States,Portland,OR
Deluxe Organic Ale (DOA),Hopworks Urban Brewery,Strong Ale - American,7,0,NA,3.5,2016-03-12,United States,Portland,OR
Rise Up Red,Hopworks Urban Brewery,Red Ale - American Amber / Red,6.1,65,NA,4,2016-03-12,United States,Portland,OR
Gear Up IPA,Hopworks Urban Brewery,IPA - American,6.6,76,NA,3.75,2016-03-12,United States,Portland,OR
Zesty Lass Grapefruit IPA,Three Mugs Brewing Company,IPA - American,7.8,51,NA,3.75,2016-03-12,United States,Hillsboro,OR
Northern Rebellion,Three Mugs Brewing Company,Brown Ale - English,4,15,NA,4,2016-03-12,United States,Hillsboro,OR
Sinfully Yours - Cask,Three Mugs Brewing Company,Porter - Imperial / Double,9.3,0,NA,0.5,2016-03-12,United States,Hillsboro,OR
Fiery Wench,Three Mugs Brewing Company,Red Ale - Imperial / Double,9,85,Isn't this a Belgian?,3,2016-03-12,United States,Hillsboro,OR
Cinnamon Toast Ale,Three Mugs Brewing Company,Winter Warmer,7.1,17,NA,3.25,2016-03-12,United States,Hillsboro,OR
Mo' Honey Ale,Three Mugs Brewing Company,Golden Ale,6.9,33,NA,3.25,2016-03-12,United States,Hillsboro,OR
Briney Melon Gose,Anderson Valley Brewing Company,Gose,4.2,0,A little more melon would be nice,3.75,2016-03-12,United States,Boonville,CA
Grapefruit Rustler,Payette Brewing Co.,IPA - American,6.2,65,NA,2.5,2016-03-12,United States,Garden City,ID
Easy Jack,Firestone Walker Brewing Company,IPA - Session / India Session Ale,4.5,47,NA,4.25,2016-03-12,United States,Paso Robles,CA
Something Brown,Gigantic Brewing Company,Brown Ale - American,4.5,18,Lacks flavor,3,2016-03-12,United States,Portland,OR
Hopworks IPA,Hopworks Urban Brewery,IPA - American,6.6,75,Interesting on nitro,4,2016-03-12,United States,Portland,OR
Simian Stout,Fort George Brewery,Stout - Other,7.1,0,Subtle banana.  Not too bad,3.75,2016-03-12,United States,Astoria,OR
E-Ticket Chocolate Raspberry Porter,Vertigo Brewing,Fruit Beer,4.8,35,NA,4.25,2016-03-12,United States,Hillsboro,OR
Indra Kunindra,Ballast Point Brewing & Spirits,Stout - Foreign / Export,7,50,NA,4,2016-03-12,United States,San Diego,CA
Cafe Baltika,Deschutes Brewery,Porter - Baltic,6.8,0,Big coffee and chocolate flavors.  Barely tastes like beer,4.25,2016-03-13,United States,Bend,OR
Oort Imperial Stout,Ecliptic Brewing,Stout - Other,8.5,72,NA,4.25,2016-03-13,United States,Portland,OR
Orbiter IPA,Ecliptic Brewing,IPA - American,7.4,75,NA,4.25,2016-03-13,United States,Portland,OR
XPEC 44 Peach Sour Ale,Ecliptic Brewing,Sour Ale,5.5,10,NA,4.25,2016-03-13,United States,Portland,OR
Deimos,Backlash Beer Company,IPA - Imperial / Double,9,0,NA,4.25,2016-03-13,United States,Holyoke,MA
Orange Giant Barleywine,Ecliptic Brewing,Barleywine - American,12.5,12,NA,4.25,2016-03-13,United States,Portland,OR
Pegasus ESB,Ecliptic Brewing,Extra Special / Strong Bitter,5.8,38,NA,4,2016-03-13,United States,Portland,OR
Zenith Grapefruit Gose,Ecliptic Brewing,Gose,4.5,10,NA,3,2016-03-13,United States,Portland,OR
Notorious IPAå_,Boneyard Beer Company,IPA - Triple,11.8,80,Huge flavors but still impressively smooth,4.25,2016-03-14,United States,Bend,OR
20th Anniversary Encore Series: Stone 12th Anniversary Bitter Chocolate Oatmeal Stout,Stone Brewing,Stout - Imperial Oatmeal,9.2,55,Big meal in a snifter,4.25,2016-03-14,United States,Escondido,CA
Breakside IPA,Breakside Brewery,IPA - American,6.8,70,NA,4.25,2016-03-14,United States,Portland,OR
Lunch Break ISA,Breakside Brewery,IPA - Session / India Session Ale,4.7,28,Solid session,3.75,2016-03-14,United States,Portland,OR
Wanderlust IPA,Breakside Brewery,IPA - American,6.7,50,NA,4.25,2016-03-14,United States,Portland,OR
Stout,Breakside Brewery,Stout - Foreign / Export,7,40,NA,4,2016-03-14,United States,Portland,OR
Vienna Coffee OG Cold Brew,Breakside Brewery,Lager - Pale,6.1,30,Non-Porter coffee beers are funky,3.5,2016-03-14,United States,Portland,OR
Last Roman,Breakside Brewery,Strong Ale - American,5.2,27,They say it's jammy and I agree,4.25,2016-03-14,United States,Portland,OR
Rye Curious?,Breakside Brewery,Red Ale - American Amber / Red,5.7,15,NA,3.5,2016-03-14,United States,Portland,OR
Apocalypse IPA,10 Barrel Brewing Co.,IPA - American,6.8,70,NA,4,2016-03-15,United States,Bend,OR
Grapefruit Sculpin,Ballast Point Brewing & Spirits,IPA - American,7,70,NA,4.75,2016-03-15,United States,San Diego,CA
He-Man Imperial Stout,Arch Rock Brewing Company,Stout - Imperial / Double,9.5,0,NA,3.75,2016-03-15,United States,Gold Beach,OR
Black Marlin Porter,Ballast Point Brewing & Spirits,Porter - American,6,42,NA,4,2016-03-15,United States,San Diego,CA
Peppermint Victory At Sea,Ballast Point Brewing & Spirits,Porter - Imperial / Double,10,60,NA,4,2016-03-16,United States,San Diego,CA
Cold Press Coffee Porter,Everybody's Brewing,Porter - American,5.4,45,"Good, but there are better coffee porters out there",3.75,2016-03-18,United States,White Salmon,WA
Cranny Granny,D's Wicked Cider,Cider,6.5,0,NA,4.25,2016-03-19,United States,Kennewick,WA
Watermelon Dorado,Ballast Point Brewing & Spirits,IPA - Imperial / Double,10,90,Funky but good.  Big hoppy taste up front with watermelon end notes.,4.25,2016-03-20,United States,San Diego,CA
IPA,Pfriem Family Brewers,IPA - American,7.2,65,"Wow, this is an excellent IPA.  Gonna have to look into more from this brewery.",4.5,2016-03-21,United States,Hood River,OR
Mango Even Keel,Ballast Point Brewing & Spirits,IPA - Session / India Session Ale,3.8,40,By far the best beer I have ever had under 4% ABV.  Really nice mango flavor.  The transition to the mango finish is a little funky though.,4,2016-03-22,United States,San Diego,CA
IPA,Caldera Brewing Company,IPA - American,6.1,94,NA,3.75,2016-03-22,United States,Ashland,OR
Stone Delicious IPA,Stone Brewing,IPA - American,7.7,80,NA,4.25,2016-03-24,United States,Escondido,CA
Racer 5 IPAå¨,Bear Republic Brewing Co.,IPA - American,7.5,75,Tasty,4.5,2016-03-25,United States,Healdsburg,CA
Wrath,Reverend Nat's Hard Cider,Cider,8.5,0,This is not good.  Spicy booze.  Gross.,0.25,2016-03-25,United States,Portland,OR
2015 Stone CHAI-SPICED Imperial Russian Stout,Stone Brewing,Stout - Russian Imperial,10.6,65,"Ew, what is that flavor at the end?",1,2016-03-25,United States,Escondido,CA
Anthem Hops,Wandering Aengus Ciderworks,Cider,5.5,10,NA,3.5,2016-03-26,United States,Salem,OR
Pumpkin Spice,Seattle Cider Company,Cider,6.9,0,Yummy,4.25,2016-03-26,United States,Seattle,WA
Sour Cherry,Red Tank Cider,Cider,5.4,0,NA,4.25,2016-03-26,United States,Bend,OR
Anthem Pear,Wandering Aengus Ciderworks,Perry,5.5,0,NA,3.25,2016-03-26,United States,Salem,OR
Brown Ale,Kirkland Signature,Brown Ale - English,5,23,NA,3,2016-03-27,United States,San Jose,CA
Dark Hyde,10 Barrel Brewing Co.,IPA - Imperial / Double Black,7.3,89,Great smooth CDA.,4.25,2016-03-29,United States,Bend,OR
Double Stuff Stout,10 Barrel Brewing Co.,Stout - Milk / Sweet,6.5,28,Chocolatey goodness,4.75,2016-03-29,United States,Bend,OR
Prohibition Pauly Porter,Fat Head's Brewery,Porter - American,5.8,0,NA,4,2016-03-29,United States,North Olmsted,OH
Lux,Ninkasi Brewing Company,Lager - Helles,5,20,NA,4,2016-03-31,United States,Eugene,OR
Hop Heaven,Columbia River Brewing,IPA - American,7.5,78,NA,3.5,2016-04-03,United States,Portland,OR
Boom Boom Espresso Stout,Columbia River Brewing,Stout - American,7,34,NA,4.25,2016-04-03,United States,Portland,OR
Paddler's Porter,Columbia River Brewing,Porter - Baltic,8.5,37,NA,4.5,2016-04-03,United States,Portland,OR
War Elephant,Columbia River Brewing,IPA - Imperial / Double,8.5,85,NA,4.25,2016-04-03,United States,Portland,OR
Stumblers Stout,Columbia River Brewing,Stout - Oatmeal,6.5,34,NA,3.5,2016-04-03,United States,Portland,OR
Confluence IPA,Columbia River Brewing,IPA - American,7.2,71,NA,3.5,2016-04-03,United States,Portland,OR
Barrel Aged Stout,Columbia River Brewing,Stout - American,7,34,NA,3,2016-04-03,United States,Portland,OR
CRB Pale,Columbia River Brewing,Pale Ale - American,6.7,52,NA,3.25,2016-04-03,United States,Portland,OR
Sandy Blonde,Columbia River Brewing,Blonde Ale,6,24,NA,3,2016-04-03,United States,Portland,OR
Heady Topper,The Alchemist,IPA - Imperial / Double,8,100,"Wow, that's the best IPA I think I will ever have.  I guess that's why it is always rated in the top 5 in the world.",5,2016-04-07,United States,Waterbury,VT
Organic Portland Roast Espresso Stout,Laurelwood Brewing Co.,Stout - American,6.4,30,Roasty and delicious,4.5,2016-04-08,United States,Portland,OR
Spring Reign,Ninkasi Brewing Company,Pale Ale - American,6,38,Meh,2.75,2016-04-09,United States,Eugene,OR
Hoppy Blonde,New Belgium Brewing Company,Blonde Ale,5.7,45,NA,3.75,2016-04-10,United States,Fort Collins,CO
Skunkape IRA,Boneyard Beer Company,Red Ale - American Amber / Red,6.2,40,NA,4,2016-04-15,United States,Bend,OR
Passion Fruit Cider,Portland Cider Company,Cider,6.7,0,NA,4,2016-04-15,United States,Clackamas,OR
Well Red IRA,Ex Novo Brewing,Red Ale - Imperial / Double,7.1,60,Big hops with subtle malty red,4,2016-04-16,United States,Portland,OR
The Loving Cup,Coalition Brewing Co.,Porter - Other,5.8,32,Lacking flavor,3,2016-04-16,United States,Portland,OR
Moonlight Ride Blackberry,Rusty Truck Brewing,Fruit Beer,5.3,20,NA,3.5,2016-04-16,United States,Lincoln City,OR
Barmy Ale,Ballast Point Brewing & Spirits,Fruit Beer,12,23,Too much fake fruity flavor up front,2.75,2016-04-16,United States,San Diego,CA
Sextant,Ballast Point Brewing & Spirits,Stout - Oatmeal,6,24,Creamy and great on nitro,4.25,2016-04-16,United States,San Diego,CA
Hard Orange Cream Ale,Coney Island Brewing Company,Cream Ale,5,0,A little too sweet but excellent idea,4.25,2016-04-17,United States,Brooklyn,NY
Viking Blod,Dansk MjÌüd,Mead,19,0,NA,4.25,2016-04-22,Denmark,Billund,NA
Dino S'mores,Off Color Brewing,Stout - Russian Imperial,10.5,40,NA,4,2016-04-22,United States,Chicago,IL
Salted Caramel Porter,Cascade Lakes Brewing Company,Porter - Other,5.8,37,NA,4.5,2016-04-22,United States,Redmond,OR
Midnight Black Gose,Ex Novo Brewing,Gose,5,8,NA,4.25,2016-04-22,United States,Portland,OR
IBUsive,Fat Head's Brewery,IPA - American,7.4,80,NA,4.25,2016-04-22,United States,North Olmsted,OH
Sharp Cherry,Jester & Judge,Cider,5.8,0,NA,3.5,2016-04-22,United States,Stevenson,WA
Two Hearted Ale,Bell's Brewery,IPA - American,7,55,NA,4.75,2016-04-29,United States,Galesburg,MI
Quilmes Cristal,CervecerÌ_a y MalterÌ_a Quilmes,Lager - North American Adjunct,4.9,0,NA,3,2016-04-30,Argentina,Quilmes,Buenos Aires
Lager,Omission Beer,Gluten-Free,4.6,20,NA,3.5,2016-05-01,United States,Portland,OR
20th Anniversary Encore Series: Stone 6th Anniversary Porter,Stone Brewing,Smoked Beer,8,60,Big time smokiness,3.25,2016-05-01,United States,Escondido,CA
Conifer Ipa,Waltz Brewing,IPA - American,6.2,0,IPA season is here!,4.25,2016-05-05,United States,Forest Grove,OR
BrightCider,2 Towns Ciderhouse,Cider,6,0,NA,3.75,2016-05-05,United States,Corvallis,OR
Sorta Sweet,Portland Cider Company,Cider,4.5,0,Stellar,4.5,2016-05-06,United States,Clackamas,OR
Rosen' Berry,Fox-Tail Cider,Cider,6.4,0,NA,4,2016-05-06,United States,Hood River,OR
Hard Apple Cider,Atlas Cider Company,Cider,5.8,0,NA,3.5,2016-05-06,United States,Bend,OR
Heavy Melon,New Belgium Brewing Company,Fruit Beer,5,14,Not terrible but really lacking on fruit flavor,3,2016-05-07,United States,Fort Collins,CO
India Golden Ale,Breakside Brewery,IPA - Imperial / Double,8.1,80,In a bomber,4.5,2016-05-07,United States,Portland,OR
Blue Paddle,New Belgium Brewing Company,Pilsner - Czech,4.8,33,Pretty good for a pilsener,3.25,2016-05-10,United States,Fort Collins,CO
Ace Apple Honey Cider,Ace Cider (The California Cider Company),Cider,5,0,NA,3.25,2016-05-11,United States,Sebastopol,CA
Eliot IPA,Ex Novo Brewing,IPA - American,6.6,50,Solid,4,2016-05-12,United States,Portland,OR
Vader Black IPA,Gilgamesh Brewing,IPA - Black / Cascadian Dark Ale,6.4,60,"A little weird with the coffee addition, but not pretty good for a funky mix",3.75,2016-05-12,United States,Salem,OR
Cosmic Ristretto,Green Flash Brewing Company,Porter - Baltic,8.2,45,Roasty with bold coffee taste and a subtle nutty flavor,4.25,2016-05-12,United States,San Diego,CA
Supplication,Russian River Brewing Company,American Wild Ale,7.75,0,Excellent sour,4.25,2016-05-12,United States,Santa Rosa,CA
Mamba,Gilgamesh Brewing,Herbed / Spiced Beer,6.3,0,Weird tea and herbal flavors but kinda good,3,2016-05-12,United States,Salem,OR
Pinnapple Express,Jester & Judge,Cider,5.6,0,Even better than the one from Ace!  Not too sweet. Just right.,4.75,2016-05-13,United States,Stevenson,WA
Romantic Chemistry,Dogfish Head Craft Brewery,IPA - American,7.2,40,NA,4,2016-05-14,United States,Milton,DE
Kiss The Goat,Gigantic Brewing Company,Doppelbock,8,30,NA,3.5,2016-05-19,United States,Portland,OR
Strong Porter,Culmination Brewery,Porter - Imperial / Double,8,0,Strange aftertaste,3,2016-05-24,United States,Portland,OR
